:START_ID(Person),:END_ID(Person),:TYPE,count:int
Beth Namachchivaya,Lisa Romero,CO_APPEARS_WITH,12
Beth Namachchivaya,Lunch,CO_APPEARS_WITH,1
Beth Namachchivaya,Megean Osuchowski,CO_APPEARS_WITH,1
Beth Namachchivaya,Skye,CO_APPEARS_WITH,1
Beth Woodard,Candice Woodrum,CO_APPEARS_WITH,1
Beth Woodard,Erin,CO_APPEARS_WITH,1
Beth Woodard,Erin Kerby,CO_APPEARS_WITH,2
Beth Woodard,Joanne Kaczmarek,CO_APPEARS_WITH,5
Beth Woodard,Kathie,CO_APPEARS_WITH,2
Beth Woodard,Kathie Veach,CO_APPEARS_WITH,3
Beth Woodard,Kyle McCafferty,CO_APPEARS_WITH,6
Beth Woodard,Megean Osuchowski,CO_APPEARS_WITH,1
Beth Woodard,Outreach,CO_APPEARS_WITH,1
Beth Woodard,Skye,CO_APPEARS_WITH,4
Bill Mischo,Candice Woodrum,CO_APPEARS_WITH,1
Bill Mischo,Erin,CO_APPEARS_WITH,2
Bill Mischo,Erin Kerby,CO_APPEARS_WITH,1
Bill Mischo,Kathie,CO_APPEARS_WITH,2
Bill Mischo,Kathie Veach,CO_APPEARS_WITH,2
Bill Mischo,Kyle McCafferty,CO_APPEARS_WITH,11
Bill Mischo,Lisa Romero,CO_APPEARS_WITH,20
Bill Mischo,Megean Osuchowski,CO_APPEARS_WITH,1
Bill Mischo,Skye,CO_APPEARS_WITH,4
Candice Woodrum,Chris Quinn,CO_APPEARS_WITH,2
Candice Woodrum,Erin,CO_APPEARS_WITH,1
Candice Woodrum,Erin Kerby,CO_APPEARS_WITH,2
Candice Woodrum,Greg,CO_APPEARS_WITH,2
Candice Woodrum,Greg Knott,CO_APPEARS_WITH,2
Candice Woodrum,Jeff Schrader,CO_APPEARS_WITH,2
Candice Woodrum,Jim Dohle,CO_APPEARS_WITH,1
Candice Woodrum,JoAnn,CO_APPEARS_WITH,2
Candice Woodrum,JoAnn Jacoby,CO_APPEARS_WITH,2
Candice Woodrum,Joanne Kaczmarek,CO_APPEARS_WITH,2
Candice Woodrum,John,CO_APPEARS_WITH,2
Candice Woodrum,John Wilkin,CO_APPEARS_WITH,2
Candice Woodrum,Kathie,CO_APPEARS_WITH,1
Candice Woodrum,Kathie Veach,CO_APPEARS_WITH,1
Candice Woodrum,Kyle McCafferty,CO_APPEARS_WITH,2
Candice Woodrum,Lisa Romero,CO_APPEARS_WITH,2
Candice Woodrum,Lunch,CO_APPEARS_WITH,1
Candice Woodrum,Mary Laskowski,CO_APPEARS_WITH,2
Candice Woodrum,Mary Schlembach,CO_APPEARS_WITH,2
Candice Woodrum,Megean Osuchowski,CO_APPEARS_WITH,1
Candice Woodrum,Outreach,CO_APPEARS_WITH,1
Candice Woodrum,Sarah Williams,CO_APPEARS_WITH,2
Candice Woodrum,Skye,CO_APPEARS_WITH,1
Candice Woodrum,Susan Avery,CO_APPEARS_WITH,2
Candice Woodrum,Susan Schnuer,CO_APPEARS_WITH,1
Candice Woodrum,Tim Cole,CO_APPEARS_WITH,2
Candice Woodrum,Tom Habing,CO_APPEARS_WITH,2
Candice Woodrum,Tom Teper,CO_APPEARS_WITH,3
Chris Quinn,Erin,CO_APPEARS_WITH,1
Chris Quinn,Erin Kerby,CO_APPEARS_WITH,3
Chris Quinn,Greg,CO_APPEARS_WITH,5
Chris Quinn,Jeff Schrader,CO_APPEARS_WITH,16
Chris Quinn,Jim Dohle,CO_APPEARS_WITH,10
Chris Quinn,JoAnn,CO_APPEARS_WITH,4
Chris Quinn,Joanne Kaczmarek,CO_APPEARS_WITH,13
Chris Quinn,Kathie,CO_APPEARS_WITH,1
Chris Quinn,Kathie Veach,CO_APPEARS_WITH,1
Chris Quinn,Kyle McCafferty,CO_APPEARS_WITH,4
Chris Quinn,Lunch,CO_APPEARS_WITH,1
Chris Quinn,Megean Osuchowski,CO_APPEARS_WITH,1
Chris Quinn,Outreach,CO_APPEARS_WITH,1
Chris Quinn,Skye,CO_APPEARS_WITH,1
Chris Quinn,Susan Schnuer,CO_APPEARS_WITH,1
Chris Quinn,Tim Cole,CO_APPEARS_WITH,1
Chris Quinn,Tom Habing,CO_APPEARS_WITH,13
Chris Quinn,Tom Teper,CO_APPEARS_WITH,24
Erin,Erin Kerby,CO_APPEARS_WITH,4
Erin,Greg,CO_APPEARS_WITH,1
Erin,Greg Knott,CO_APPEARS_WITH,1
Erin,Jeff Schrader,CO_APPEARS_WITH,1
Erin,Jim Dohle,CO_APPEARS_WITH,1
Erin,JoAnn,CO_APPEARS_WITH,2
Erin,JoAnn Jacoby,CO_APPEARS_WITH,1
Erin,Joanne Kaczmarek,CO_APPEARS_WITH,2
Erin,John,CO_APPEARS_WITH,3
Erin,John Wilkin,CO_APPEARS_WITH,1
Erin,Kathie,CO_APPEARS_WITH,1
Erin,Kathie Veach,CO_APPEARS_WITH,1
Erin,Kyle McCafferty,CO_APPEARS_WITH,1
Erin,Lisa Romero,CO_APPEARS_WITH,1
Erin,Lunch,CO_APPEARS_WITH,1
Erin,Mary Laskowski,CO_APPEARS_WITH,2
Erin,Mary Schlembach,CO_APPEARS_WITH,1
Erin,Megean Osuchowski,CO_APPEARS_WITH,1
Erin,Outreach,CO_APPEARS_WITH,1
Erin,Sarah Williams,CO_APPEARS_WITH,1
Erin,Skye,CO_APPEARS_WITH,1
Erin,Susan Avery,CO_APPEARS_WITH,3
Erin,Susan Schnuer,CO_APPEARS_WITH,1
Erin,Tim Cole,CO_APPEARS_WITH,1
Erin,Tom Habing,CO_APPEARS_WITH,1
Erin,Tom Teper,CO_APPEARS_WITH,3
Erin Kerby,Greg,CO_APPEARS_WITH,2
Erin Kerby,Greg Knott,CO_APPEARS_WITH,6
Erin Kerby,Jeff Schrader,CO_APPEARS_WITH,3
Erin Kerby,Jim Dohle,CO_APPEARS_WITH,1
Erin Kerby,JoAnn,CO_APPEARS_WITH,2
Erin Kerby,JoAnn Jacoby,CO_APPEARS_WITH,2
Erin Kerby,Joanne Kaczmarek,CO_APPEARS_WITH,3
Erin Kerby,John,CO_APPEARS_WITH,11
Erin Kerby,John Wilkin,CO_APPEARS_WITH,4
Erin Kerby,Kathie,CO_APPEARS_WITH,1
Erin Kerby,Kathie Veach,CO_APPEARS_WITH,1
Erin Kerby,Kyle McCafferty,CO_APPEARS_WITH,2
Erin Kerby,Lisa Romero,CO_APPEARS_WITH,2
Erin Kerby,Lunch,CO_APPEARS_WITH,1
Erin Kerby,Mary Laskowski,CO_APPEARS_WITH,2
Erin Kerby,Mary Schlembach,CO_APPEARS_WITH,2
Erin Kerby,Megean Osuchowski,CO_APPEARS_WITH,2
Erin Kerby,Outreach,CO_APPEARS_WITH,2
Erin Kerby,Sarah Williams,CO_APPEARS_WITH,3
Erin Kerby,Skye,CO_APPEARS_WITH,1
Erin Kerby,Susan Avery,CO_APPEARS_WITH,3
Erin Kerby,Susan Schnuer,CO_APPEARS_WITH,1
Erin Kerby,Tim Cole,CO_APPEARS_WITH,8
Erin Kerby,Tom Habing,CO_APPEARS_WITH,2
Erin Kerby,Tom Teper,CO_APPEARS_WITH,12
Greg,Jeff Schrader,CO_APPEARS_WITH,4
Greg,Jim Dohle,CO_APPEARS_WITH,4
Greg,Joanne Kaczmarek,CO_APPEARS_WITH,7
Greg,Kathie,CO_APPEARS_WITH,1
Greg,Kathie Veach,CO_APPEARS_WITH,1
Greg,Kyle McCafferty,CO_APPEARS_WITH,2
Greg,Lisa Romero,CO_APPEARS_WITH,7
Greg,Lunch,CO_APPEARS_WITH,1
Greg,Mary Schlembach,CO_APPEARS_WITH,5
Greg,Megean Osuchowski,CO_APPEARS_WITH,1
Greg,Outreach,CO_APPEARS_WITH,2
Greg,Sarah Williams,CO_APPEARS_WITH,5
Greg,Skye,CO_APPEARS_WITH,1
Greg,Tim Cole,CO_APPEARS_WITH,3
Greg Knott,Jim Dohle,CO_APPEARS_WITH,11
Greg Knott,Kathie,CO_APPEARS_WITH,1
Greg Knott,Kathie Veach,CO_APPEARS_WITH,1
Greg Knott,Kyle McCafferty,CO_APPEARS_WITH,11
Greg Knott,Megean Osuchowski,CO_APPEARS_WITH,1
Greg Knott,Skye,CO_APPEARS_WITH,6
Jeff Schrader,JoAnn,CO_APPEARS_WITH,5
Jeff Schrader,Kathie,CO_APPEARS_WITH,2
Jeff Schrader,Kathie Veach,CO_APPEARS_WITH,2
Jeff Schrader,Kyle McCafferty,CO_APPEARS_WITH,5
Jeff Schrader,Lunch,CO_APPEARS_WITH,1
Jeff Schrader,Megean Osuchowski,CO_APPEARS_WITH,1
Jeff Schrader,Skye,CO_APPEARS_WITH,1
Jeff Schrader,Susan Schnuer,CO_APPEARS_WITH,4
Jim Dohle,Joanne Kaczmarek,CO_APPEARS_WITH,7
Jim Dohle,Kathie,CO_APPEARS_WITH,2
Jim Dohle,Kathie Veach,CO_APPEARS_WITH,1
Jim Dohle,Kyle McCafferty,CO_APPEARS_WITH,4
Jim Dohle,Lisa Romero,CO_APPEARS_WITH,11
Jim Dohle,Lunch,CO_APPEARS_WITH,1
Jim Dohle,Mary Schlembach,CO_APPEARS_WITH,14
Jim Dohle,Megean Osuchowski,CO_APPEARS_WITH,1
Jim Dohle,Outreach,CO_APPEARS_WITH,1
Jim Dohle,Skye,CO_APPEARS_WITH,2
Jim Dohle,Susan Schnuer,CO_APPEARS_WITH,10
JoAnn,Joanne Kaczmarek,CO_APPEARS_WITH,3
JoAnn,Kathie,CO_APPEARS_WITH,1
JoAnn,Kathie Veach,CO_APPEARS_WITH,1
JoAnn,Kyle McCafferty,CO_APPEARS_WITH,3
JoAnn,Lisa Romero,CO_APPEARS_WITH,5
JoAnn,Lunch,CO_APPEARS_WITH,1
JoAnn,Megean Osuchowski,CO_APPEARS_WITH,1
JoAnn,Outreach,CO_APPEARS_WITH,1
JoAnn,Skye,CO_APPEARS_WITH,1
JoAnn Jacoby,Kathie,CO_APPEARS_WITH,1
JoAnn Jacoby,Kyle McCafferty,CO_APPEARS_WITH,7
JoAnn Jacoby,Lunch,CO_APPEARS_WITH,1
JoAnn Jacoby,Megean Osuchowski,CO_APPEARS_WITH,1
JoAnn Jacoby,Skye,CO_APPEARS_WITH,2
Joanne Kaczmarek,Kathie,CO_APPEARS_WITH,1
Joanne Kaczmarek,Kathie Veach,CO_APPEARS_WITH,1
Joanne Kaczmarek,Kyle McCafferty,CO_APPEARS_WITH,7
Joanne Kaczmarek,Lunch,CO_APPEARS_WITH,1
Joanne Kaczmarek,Mary Schlembach,CO_APPEARS_WITH,16
Joanne Kaczmarek,Megean Osuchowski,CO_APPEARS_WITH,1
Joanne Kaczmarek,Outreach,CO_APPEARS_WITH,1
Joanne Kaczmarek,Skye,CO_APPEARS_WITH,2
Joanne Kaczmarek,Susan Avery,CO_APPEARS_WITH,26
Joanne Kaczmarek,Susan Schnuer,CO_APPEARS_WITH,6
John,Kathie,CO_APPEARS_WITH,1
John,Kathie Veach,CO_APPEARS_WITH,1
John,Kyle McCafferty,CO_APPEARS_WITH,8
John,Lisa Romero,CO_APPEARS_WITH,22
John,Megean Osuchowski,CO_APPEARS_WITH,1
John,Skye,CO_APPEARS_WITH,5
John Wilkin,Kathie,CO_APPEARS_WITH,2
John Wilkin,Kyle McCafferty,CO_APPEARS_WITH,11
John Wilkin,Lisa Romero,CO_APPEARS_WITH,22
John Wilkin,Megean Osuchowski,CO_APPEARS_WITH,2
John Wilkin,Skye,CO_APPEARS_WITH,7
Kathie,Kathie Veach,CO_APPEARS_WITH,4
Kathie,Kyle McCafferty,CO_APPEARS_WITH,1
Kathie,Lisa Romero,CO_APPEARS_WITH,2
Kathie,Lunch,CO_APPEARS_WITH,1
Kathie,Mary Laskowski,CO_APPEARS_WITH,2
Kathie,Mary Schlembach,CO_APPEARS_WITH,2
Kathie,Megean Osuchowski,CO_APPEARS_WITH,1
Kathie,Outreach,CO_APPEARS_WITH,1
Kathie,Sarah Williams,CO_APPEARS_WITH,1
Kathie,Skye,CO_APPEARS_WITH,1
Kathie,Susan Avery,CO_APPEARS_WITH,1
Kathie,Susan Schnuer,CO_APPEARS_WITH,2
Kathie,Tim Cole,CO_APPEARS_WITH,2
Kathie,Tom Habing,CO_APPEARS_WITH,1
Kathie,Tom Teper,CO_APPEARS_WITH,3
Kathie Veach,Kyle McCafferty,CO_APPEARS_WITH,1
Kathie Veach,Lisa Romero,CO_APPEARS_WITH,2
Kathie Veach,Lunch,CO_APPEARS_WITH,1
Kathie Veach,Mary Laskowski,CO_APPEARS_WITH,2
Kathie Veach,Mary Schlembach,CO_APPEARS_WITH,2
Kathie Veach,Megean Osuchowski,CO_APPEARS_WITH,1
Kathie Veach,Outreach,CO_APPEARS_WITH,1
Kathie Veach,Sarah Williams,CO_APPEARS_WITH,1
Kathie Veach,Skye,CO_APPEARS_WITH,1
Kathie Veach,Susan Avery,CO_APPEARS_WITH,1
Kathie Veach,Susan Schnuer,CO_APPEARS_WITH,2
Kathie Veach,Tim Cole,CO_APPEARS_WITH,3
Kathie Veach,Tom Habing,CO_APPEARS_WITH,1
Kyle McCafferty,Lisa Romero,CO_APPEARS_WITH,5
Kyle McCafferty,Lunch,CO_APPEARS_WITH,1
Kyle McCafferty,Mary Laskowski,CO_APPEARS_WITH,7
Kyle McCafferty,Mary Schlembach,CO_APPEARS_WITH,4
Kyle McCafferty,Megean Osuchowski,CO_APPEARS_WITH,1
Kyle McCafferty,Outreach,CO_APPEARS_WITH,1
Kyle McCafferty,Sarah Williams,CO_APPEARS_WITH,5
Kyle McCafferty,Skye,CO_APPEARS_WITH,8
Kyle McCafferty,Susan Avery,CO_APPEARS_WITH,5
Kyle McCafferty,Susan Schnuer,CO_APPEARS_WITH,4
Kyle McCafferty,Tim Cole,CO_APPEARS_WITH,2
Kyle McCafferty,Tom Habing,CO_APPEARS_WITH,9
Kyle McCafferty,Tom Teper,CO_APPEARS_WITH,10
Lisa Romero,Lunch,CO_APPEARS_WITH,1
Lisa Romero,Megean Osuchowski,CO_APPEARS_WITH,1
Lisa Romero,Outreach,CO_APPEARS_WITH,1
Lisa Romero,Skye,CO_APPEARS_WITH,1
Lisa Romero,Susan Schnuer,CO_APPEARS_WITH,1
Lunch,Mary Schlembach,CO_APPEARS_WITH,1
Lunch,Megean Osuchowski,CO_APPEARS_WITH,1
Lunch,Outreach,CO_APPEARS_WITH,1
Lunch,Skye,CO_APPEARS_WITH,1
Lunch,Susan Avery,CO_APPEARS_WITH,1
Lunch,Susan Schnuer,CO_APPEARS_WITH,1
Lunch,Tom Habing,CO_APPEARS_WITH,1
Lunch,Tom Teper,CO_APPEARS_WITH,1
Mary Laskowski,Megean Osuchowski,CO_APPEARS_WITH,1
Mary Laskowski,Skye,CO_APPEARS_WITH,3
Mary Schlembach,Megean Osuchowski,CO_APPEARS_WITH,1
Mary Schlembach,Outreach,CO_APPEARS_WITH,1
Mary Schlembach,Skye,CO_APPEARS_WITH,2
Megean Osuchowski,Outreach,CO_APPEARS_WITH,1
Megean Osuchowski,Sarah Williams,CO_APPEARS_WITH,1
Megean Osuchowski,Skye,CO_APPEARS_WITH,1
Megean Osuchowski,Susan Avery,CO_APPEARS_WITH,1
Megean Osuchowski,Susan Schnuer,CO_APPEARS_WITH,3
Megean Osuchowski,Tim Cole,CO_APPEARS_WITH,1
Megean Osuchowski,Tom Habing,CO_APPEARS_WITH,1
Megean Osuchowski,Tom Teper,CO_APPEARS_WITH,1
Outreach,Sarah Williams,CO_APPEARS_WITH,1
Outreach,Skye,CO_APPEARS_WITH,1
Outreach,Susan Schnuer,CO_APPEARS_WITH,1
Outreach,Tim Cole,CO_APPEARS_WITH,2
Sarah Williams,Skye,CO_APPEARS_WITH,3
Skye,Susan Avery,CO_APPEARS_WITH,1
Skye,Susan Schnuer,CO_APPEARS_WITH,3
Skye,Tim Cole,CO_APPEARS_WITH,2
Skye,Tom Habing,CO_APPEARS_WITH,2
Skye,Tom Teper,CO_APPEARS_WITH,7
Beth Sandore,Jan Adamczyk,CO_APPEARS_WITH,4
Beth Sandore,Map,CO_APPEARS_WITH,1
Beth Sandore,Miranda Remnek,CO_APPEARS_WITH,1
Betsy Kruger,Jan Adamczyk,CO_APPEARS_WITH,4
Betsy Kruger,Miranda Remnek,CO_APPEARS_WITH,2
Bill Maher,Jan Adamczyk,CO_APPEARS_WITH,4
Bill Maher,Map,CO_APPEARS_WITH,1
Bill Maher,Miranda Remnek,CO_APPEARS_WITH,3
Jan Adamczyk,Jeff,CO_APPEARS_WITH,1
Jan Adamczyk,John Weible,CO_APPEARS_WITH,3
Jan Adamczyk,Karen Hogenboom,CO_APPEARS_WITH,1
Jan Adamczyk,Lisa German,CO_APPEARS_WITH,4
Jan Adamczyk,Map,CO_APPEARS_WITH,1
Jan Adamczyk,Michael Norman,CO_APPEARS_WITH,1
Jan Adamczyk,Miranda Remnek,CO_APPEARS_WITH,1
Jan Adamczyk,Paula Kaufman,CO_APPEARS_WITH,4
Jan Adamczyk,Sue Searing,CO_APPEARS_WITH,4
Jan Adamczyk,Tina Chrzastowski,CO_APPEARS_WITH,4
Jan Adamczyk,Tom Kilton,CO_APPEARS_WITH,4
Jan Adamczyk,Tom Teper,CO_APPEARS_WITH,1
Jeff,Map,CO_APPEARS_WITH,1
Jeff,Michael Norman,CO_APPEARS_WITH,4
Jeff,Miranda Remnek,CO_APPEARS_WITH,1
John Weible,Map,CO_APPEARS_WITH,1
John Weible,Michael Norman,CO_APPEARS_WITH,7
John Weible,Miranda Remnek,CO_APPEARS_WITH,1
Karen Hogenboom,Lisa German,CO_APPEARS_WITH,1
Karen Hogenboom,Map,CO_APPEARS_WITH,1
Karen Hogenboom,Miranda Remnek,CO_APPEARS_WITH,1
Karen Hogenboom,Tina Chrzastowski,CO_APPEARS_WITH,4
Karen Hogenboom,Tom Kilton,CO_APPEARS_WITH,1
Lisa German,Map,CO_APPEARS_WITH,1
Lisa German,Michael Norman,CO_APPEARS_WITH,11
Lisa German,Miranda Remnek,CO_APPEARS_WITH,1
Map,Michael Norman,CO_APPEARS_WITH,1
Map,Miranda Remnek,CO_APPEARS_WITH,1
Map,Paula Kaufman,CO_APPEARS_WITH,1
Map,Sue Searing,CO_APPEARS_WITH,1
Map,Tina Chrzastowski,CO_APPEARS_WITH,1
Map,Tom Kilton,CO_APPEARS_WITH,1
Map,Tom Teper,CO_APPEARS_WITH,1
Michael Norman,Miranda Remnek,CO_APPEARS_WITH,1
Michael Norman,Tina Chrzastowski,CO_APPEARS_WITH,11
Michael Norman,Tom Kilton,CO_APPEARS_WITH,7
Miranda Remnek,Paula Kaufman,CO_APPEARS_WITH,2
Miranda Remnek,Sue Searing,CO_APPEARS_WITH,2
Miranda Remnek,Tina Chrzastowski,CO_APPEARS_WITH,3
Miranda Remnek,Tom Kilton,CO_APPEARS_WITH,1
Miranda Remnek,Tom Teper,CO_APPEARS_WITH,1
Alan Conrad,Barbara Henigman,CO_APPEARS_WITH,3
Alan Conrad,Barbara Jones,CO_APPEARS_WITH,5
Alan Conrad,Bart Clark,CO_APPEARS_WITH,4
Alan Conrad,Betsy,CO_APPEARS_WITH,2
Alan Conrad,Betsy Kruger,CO_APPEARS_WITH,5
Alan Conrad,Bob Burger,CO_APPEARS_WITH,5
Alan Conrad,Cindy Kelly,CO_APPEARS_WITH,4
Alan Conrad,Deloris Holiman,CO_APPEARS_WITH,4
Alan Conrad,Jane Williams,CO_APPEARS_WITH,1
Alan Conrad,Janis Johnston,CO_APPEARS_WITH,4
Alan Conrad,Joyce Wright,CO_APPEARS_WITH,4
Alan Conrad,Karen Wei,CO_APPEARS_WITH,5
Alan Conrad,Paula Kaufman,CO_APPEARS_WITH,5
Alan Conrad,Paula Watson,CO_APPEARS_WITH,5
Alan Conrad,Richard Griscom,CO_APPEARS_WITH,4
Alan Conrad,Roxanne Frey,CO_APPEARS_WITH,1
Alan Conrad,Susan Schnuer,CO_APPEARS_WITH,2
Alan Conrad,Tina Chrzastowski,CO_APPEARS_WITH,4
Barbara Henigman,Barbara Jones,CO_APPEARS_WITH,3
Barbara Henigman,Bart Clark,CO_APPEARS_WITH,4
Barbara Henigman,Betsy,CO_APPEARS_WITH,2
Barbara Henigman,Betsy Kruger,CO_APPEARS_WITH,5
Barbara Henigman,Bob Burger,CO_APPEARS_WITH,5
Barbara Henigman,Cindy Kelly,CO_APPEARS_WITH,5
Barbara Henigman,Deloris Holiman,CO_APPEARS_WITH,3
Barbara Henigman,Jane Williams,CO_APPEARS_WITH,1
Barbara Henigman,Janis Johnston,CO_APPEARS_WITH,3
Barbara Henigman,Joyce Wright,CO_APPEARS_WITH,5
Barbara Henigman,Karen Wei,CO_APPEARS_WITH,5
Barbara Henigman,Paula Kaufman,CO_APPEARS_WITH,4
Barbara Henigman,Paula Watson,CO_APPEARS_WITH,5
Barbara Henigman,Richard Griscom,CO_APPEARS_WITH,2
Barbara Henigman,Roxanne Frey,CO_APPEARS_WITH,1
Barbara Henigman,Susan Schnuer,CO_APPEARS_WITH,2
Barbara Henigman,Tina Chrzastowski,CO_APPEARS_WITH,4
Barbara Jones,Bart Clark,CO_APPEARS_WITH,9
Barbara Jones,Betsy,CO_APPEARS_WITH,5
Barbara Jones,Betsy Kruger,CO_APPEARS_WITH,11
Barbara Jones,Bob Burger,CO_APPEARS_WITH,11
Barbara Jones,Cindy Kelly,CO_APPEARS_WITH,10
Barbara Jones,Deloris Holiman,CO_APPEARS_WITH,9
Barbara Jones,Jane Williams,CO_APPEARS_WITH,1
Barbara Jones,Janis Johnston,CO_APPEARS_WITH,8
Barbara Jones,Joyce Wright,CO_APPEARS_WITH,11
Barbara Jones,Karen Wei,CO_APPEARS_WITH,11
Barbara Jones,Paula Kaufman,CO_APPEARS_WITH,11
Barbara Jones,Paula Watson,CO_APPEARS_WITH,11
Barbara Jones,Richard Griscom,CO_APPEARS_WITH,4
Barbara Jones,Roxanne Frey,CO_APPEARS_WITH,1
Barbara Jones,Susan Schnuer,CO_APPEARS_WITH,3
Barbara Jones,Tina Chrzastowski,CO_APPEARS_WITH,11
Bart Clark,Betsy,CO_APPEARS_WITH,6
Bart Clark,Cindy Kelly,CO_APPEARS_WITH,17
Bart Clark,Deloris Holiman,CO_APPEARS_WITH,9
Bart Clark,Jane Williams,CO_APPEARS_WITH,1
Bart Clark,Janis Johnston,CO_APPEARS_WITH,13
Bart Clark,Joyce Wright,CO_APPEARS_WITH,18
Bart Clark,Karen Wei,CO_APPEARS_WITH,17
Bart Clark,Paula Watson,CO_APPEARS_WITH,12
Bart Clark,Richard Griscom,CO_APPEARS_WITH,3
Bart Clark,Roxanne Frey,CO_APPEARS_WITH,1
Bart Clark,Susan Schnuer,CO_APPEARS_WITH,5
Bart Clark,Tina Chrzastowski,CO_APPEARS_WITH,15
Betsy,Deloris Holiman,CO_APPEARS_WITH,4
Betsy,Jane Williams,CO_APPEARS_WITH,2
Betsy,Paula Watson,CO_APPEARS_WITH,11
Betsy,Richard Griscom,CO_APPEARS_WITH,2
Betsy,Susan Schnuer,CO_APPEARS_WITH,1
Betsy Kruger,Deloris Holiman,CO_APPEARS_WITH,11
Betsy Kruger,Jane Williams,CO_APPEARS_WITH,3
Betsy Kruger,Paula Watson,CO_APPEARS_WITH,25
Betsy Kruger,Richard Griscom,CO_APPEARS_WITH,4
Betsy Kruger,Susan Schnuer,CO_APPEARS_WITH,5
Bob Burger,Deloris Holiman,CO_APPEARS_WITH,10
Bob Burger,Jane Williams,CO_APPEARS_WITH,2
Bob Burger,Paula Watson,CO_APPEARS_WITH,25
Bob Burger,Richard Griscom,CO_APPEARS_WITH,4
Bob Burger,Susan Schnuer,CO_APPEARS_WITH,4
Cindy Kelly,Deloris Holiman,CO_APPEARS_WITH,10
Cindy Kelly,Jane Williams,CO_APPEARS_WITH,2
Cindy Kelly,Paula Watson,CO_APPEARS_WITH,21
Cindy Kelly,Richard Griscom,CO_APPEARS_WITH,3
Deloris Holiman,Jane Williams,CO_APPEARS_WITH,1
Deloris Holiman,Janis Johnston,CO_APPEARS_WITH,7
Deloris Holiman,Joyce Wright,CO_APPEARS_WITH,10
Deloris Holiman,Karen Wei,CO_APPEARS_WITH,10
Deloris Holiman,Paula Kaufman,CO_APPEARS_WITH,9
Deloris Holiman,Paula Watson,CO_APPEARS_WITH,11
Deloris Holiman,Richard Griscom,CO_APPEARS_WITH,4
Deloris Holiman,Roxanne Frey,CO_APPEARS_WITH,1
Deloris Holiman,Susan Schnuer,CO_APPEARS_WITH,1
Deloris Holiman,Tina Chrzastowski,CO_APPEARS_WITH,10
Jane Williams,Janis Johnston,CO_APPEARS_WITH,2
Jane Williams,Joyce Wright,CO_APPEARS_WITH,2
Jane Williams,Karen Wei,CO_APPEARS_WITH,2
Jane Williams,Paula Kaufman,CO_APPEARS_WITH,2
Jane Williams,Paula Watson,CO_APPEARS_WITH,1
Jane Williams,Richard Griscom,CO_APPEARS_WITH,1
Jane Williams,Roxanne Frey,CO_APPEARS_WITH,1
Jane Williams,Susan Schnuer,CO_APPEARS_WITH,1
Jane Williams,Tina Chrzastowski,CO_APPEARS_WITH,3
Janis Johnston,Paula Watson,CO_APPEARS_WITH,9
Janis Johnston,Richard Griscom,CO_APPEARS_WITH,3
Janis Johnston,Susan Schnuer,CO_APPEARS_WITH,4
Joyce Wright,Paula Watson,CO_APPEARS_WITH,15
Joyce Wright,Richard Griscom,CO_APPEARS_WITH,3
Joyce Wright,Susan Schnuer,CO_APPEARS_WITH,5
Karen Wei,Paula Watson,CO_APPEARS_WITH,25
Karen Wei,Richard Griscom,CO_APPEARS_WITH,4
Karen Wei,Susan Schnuer,CO_APPEARS_WITH,5
Paula Kaufman,Richard Griscom,CO_APPEARS_WITH,4
Paula Watson,Richard Griscom,CO_APPEARS_WITH,4
Paula Watson,Roxanne Frey,CO_APPEARS_WITH,2
Paula Watson,Susan Schnuer,CO_APPEARS_WITH,3
Paula Watson,Tina Chrzastowski,CO_APPEARS_WITH,23
Richard Griscom,Roxanne Frey,CO_APPEARS_WITH,1
Richard Griscom,Susan Schnuer,CO_APPEARS_WITH,1
Richard Griscom,Tina Chrzastowski,CO_APPEARS_WITH,4
Roxanne Frey,Susan Schnuer,CO_APPEARS_WITH,1
Susan Schnuer,Tina Chrzastowski,CO_APPEARS_WITH,3
Atoma Batoma,Beth Sandore Namachchivaya,CO_APPEARS_WITH,1
Atoma Batoma,Chris Quinn,CO_APPEARS_WITH,3
Atoma Batoma,Jenny Johnson,CO_APPEARS_WITH,2
Atoma Batoma,Lisa Romero,CO_APPEARS_WITH,4
Atoma Batoma,Lori Mestre,CO_APPEARS_WITH,1
Atoma Batoma,Mary,CO_APPEARS_WITH,1
Atoma Batoma,Mary Schlembach,CO_APPEARS_WITH,3
Atoma Batoma,Melody Allison,CO_APPEARS_WITH,1
Atoma Batoma,Michael,CO_APPEARS_WITH,1
Atoma Batoma,Mike,CO_APPEARS_WITH,1
Atoma Batoma,Sandra Wolf,CO_APPEARS_WITH,1
Atoma Batoma,Sue,CO_APPEARS_WITH,1
Atoma Batoma,Susan Avery,CO_APPEARS_WITH,4
Beth Sandore,Chris Quinn,CO_APPEARS_WITH,5
Beth Sandore Namachchivaya,Chris Quinn,CO_APPEARS_WITH,3
Beth Sandore Namachchivaya,Greg Knott,CO_APPEARS_WITH,5
Beth Sandore Namachchivaya,Jeff,CO_APPEARS_WITH,2
Beth Sandore Namachchivaya,Jeff Schrader,CO_APPEARS_WITH,2
Beth Sandore Namachchivaya,Lisa Romero,CO_APPEARS_WITH,3
Beth Sandore Namachchivaya,Lori Mestre,CO_APPEARS_WITH,1
Beth Sandore Namachchivaya,Mary,CO_APPEARS_WITH,1
