:START_ID(Document),:END_ID(Location),:TYPE
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-01-01,Matrix,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-01-01,Preservation,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-01-01,Rm,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-01-01,Scoring,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-01-01,the Qualitative 40%,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-08-01,E. Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-02-01,Chad,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-02-01,Oak St.,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-09-01,E. Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-09-01,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-09-01,FY,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-09-01,PO,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2012-11-27,Humanities,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-03-01,Nature,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2016-02-29,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2011-02-22,Bloomington,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2011-02-22,IU,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2011-02-22,Lansing,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2011-02-22,Oak Street,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2016-08-23,Cambridge,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2016-08-23,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2016-08-23,Georgia,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2016-08-23,Kanopy,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2017-03-01,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2017-03-01,Laila,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-10-01,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-06-01,Cindy,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-06-01,Janice,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-06-01,Tina,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2011-05-17,Africana,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2017-08-01,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2003-10-01,Albuquerque,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2003-10-01,CU,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2003-10-01,Florida,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2003-10-01,Oak St.,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2003-10-01,Oak Street,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-01-01,Chad,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-01-01,Illinois,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-01-01,Spain,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-02-01,D. Ward,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-02-01,Matrix,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-02-01,the Qualitative 40%,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2011-07-26,Becky,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2011-07-26,Illinois,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-04-01,D. Ward,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-04-01,E. Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-03-01,Atoma Batoma,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-03-01,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-09-01,Rm,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-05-01,D. Ward,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-05-01,Illinois,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2003-08-01,Urbana,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-10-01,Oak Street,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-10-01,South Korea,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2008-05-01,Carly,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2008-05-01,Chicago,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2008-05-01,Freshman,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2009-02-02,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2011-06-28,Africana,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2011-06-28,the State of Illinois,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2009-09-29,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2009-08-04,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2010-09-28,Illinois,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2009-11-24,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2009-05-26,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2010-02-23,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2010-03-23,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2009-08-25,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2009-08-25,ILL,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2009-08-25,Ideas,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2008-07-29,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2015-01-27_1,Illinois,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2015-01-27_1,PO Database,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2014-09-30,PO Database,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2015-09-22,Kanopy,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2011-02-21,IU,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2011-02-21,Lansing,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2011-02-21,Oak Street,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2009-03-31,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2009-06-28,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2011-01-25,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2013-02-18,Indiana,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2016-03-22,Illinois,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2013-08-28,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2009-10-27,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2011-07-26,ER,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2011-07-26,Illinois,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2015-01-27,Illinois,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2015-01-27,PO Database,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2010-01-26,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2013-12-03,Esra Coskun,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2013-09-24,Concerns,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2011-05-17,Africana,MENTIONS
Collection Development Committee__Agendas__Collection Development Committee_Agendas_2009-04-28,Concerns,MENTIONS
Accessibility Advisory Group__Related Documents__assistive-tech-lab-survey-results_2018_06_14,Kurzeweil,MENTIONS
Accessibility Advisory Group__Minutes__Accessibility Advisory Group_Minutes_2018-01-17,Broaden,MENTIONS
Accessibility Advisory Group__Minutes__Accessibility Advisory Group_Minutes_2018-01-17,Mylinda,MENTIONS
Accessibility Advisory Group__Minutes__Accessibility Advisory Group_Minutes_2017-11-30,Recognizing Excellence,MENTIONS
Library Strategic Planning Team__Minutes__Library Strategic Planning Team_Minutes_2019-02-28,Mara,MENTIONS
Library Strategic Planning Team__Minutes__Library Strategic Planning Team_Minutes_2019-02-28,Merinda,MENTIONS
Library Strategic Planning Team__Minutes__Library Strategic Planning Team_Minutes_2019-05-01,Merinda,MENTIONS
Library Strategic Planning Team__Minutes__Library Strategic Planning Team_Minutes_2019-04-24,Merinda,MENTIONS
Library Strategic Planning Team__Minutes__Library Strategic Planning Team_Minutes_2019-03-07,Merinda,MENTIONS
Library Strategic Planning Team__Minutes__Library Strategic Planning Team_Minutes_2019-04-18,Merinda,MENTIONS
Library Strategic Planning Team__Minutes__Library Strategic Planning Team_Minutes_2019-04-18,the Mortenson Center,MENTIONS
Library Strategic Planning Team__Agendas__Library Strategic Planning Team_Agendas_2019-05-01,Clara,MENTIONS
Library Strategic Planning Team__Agendas__Library Strategic Planning Team_Agendas_2019-05-01,Jen,MENTIONS
Library Strategic Planning Team__Agendas__Library Strategic Planning Team_Agendas_2019-05-01,Merinda,MENTIONS
Library Strategic Planning Team__Agendas__Library Strategic Planning Team_Agendas_2019-04-24,Mortenson Center,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-02-22,BSHRC,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-02-22,Portland,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-02-22,the West Stacks,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-11-08,Carbondale,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-11-08,Kimball,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-10-25,Main,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-10-25,Oak St.,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-10-25,Unit Heads,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2013-03-21,Chicago,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2013-03-21,Growing People,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_unknown_Library Staff Support Committee Minutes 12-19-19,Chicago,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_unknown_Library Staff Support Committee Minutes 12-19-19,New Building,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-01-04,LSSC,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2012-12-13,Oak St.,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-04-26,Portland,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2013-05-09,Chicago,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2014-06-12,Las Vegas,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2019-07-25,Cristina,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2019-07-25,New Employee,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2016-11-30,Becky,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2016-11-30,Michigan,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-01-25,LSSC,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-01-25,New Orleans,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-01-25,Oregon,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-01-25,Portland,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_unknown_Library Staff Support Committee Minutes 10-24-19,New Hire,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2012-08-09,Becky,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2012-08-09,Danielle,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2019-09-26,Ideas,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2018-03-29,Portland,MENTIONS
Library Staff Support Committee__Minutes__Library Staff Support Committee_Minutes_2017-03-23,Library,MENTIONS
